,弹幕内容
8349,4.25~~~
8350,带耳机了
8351,此生无悔入华夏
8352,小破站的氛围永远都是让人热爱的
8353,吸
8354,鬼畜区
8355,4.25还有123人
8356,4.25
8357,此生无悔入华夏，化作春泥更护花！
8358,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8359,我是地瓜花
8360,中国加油！
8361,此生无悔入华夏，来世还生种花家
8362,红色永远不断！
8363,此生无悔入华夏！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
8364,乐队太伟大
8365,中国民航大学前来报到
8366,为乐队点赞！
8367,4.25号补课
8368,我检讨我没想到b站能这么好看
8369,425重温
8370,请收下我的膝盖
8371,吸吸吸吸吸吸
8372,全体起立
8373,你指尖跃动的雷光，是我此生永垂不朽的信仰
8374,复习
8375,罗志祥时间管理时代
8376,PDD
8377,彭磊演出服能不能认真点
8378,咚咚咚
8379,我是菊花
8380,云龙兄，打仗有一套！
8381,中国红
8382,中国红
8383,王者荣耀向部落致敬
8384,4.24前来补课
8385,4.26
8386,喔
8387,惊喜啊
8388,好燃好炸
8389,某科学的超电磁炮
8390,有龙珠吗
8391,我认罪。
8392,厉害
8393,你确定不是暴雪嘉年华
8394,弗雷尔卓德
8395,再来亿遍
8396,为了联盟
8397,女王万岁
8398,Lok’Tar Ogar
8399,女王是游侠 远程近战都很牛
8400,一脸懵逼
8401,最喜欢的CG配音
8402,孝子个子有点矮 哈哈哈戳中萌点
8403,拿我的火之高兴来
8404,权叔必须有排面！！！！
8405,来了来了那个男人来了。、。。。。
8406,权看题词板 看的玩白眼了都
8407,他又翻白眼了。。。
8408,胖了。。。。
8409,是如花那个你站住 打死你 (╯‵□′)╯︵┻━┻
8410,此生无悔入华夏来世还来种花家
8411,此生无悔入华夏来世还在种花家
8412,歌词烫嘴
8413,看到鼻毛了。。。。
8414,庞宽这个威利旺卡的眼镜啊
8415,不光歌词烫嘴 说话也烫嘴。。。
8416,牛笔
8417,这比例有点醉 穿个短点的裙子 好歹显得个子高点。。。
8418,威利旺卡·宽
8419,呼叫手语老师、、、、、、
8420,我爱b站
8421,IG牛逼
8422,他看我了！！！
8423,麻麻他又看我了。。。。。。
8424,萨克斯真棒
8425,麻麻他又又看我了
8426,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き 
8427,你指尖跃动的电光，是我一生不变的信仰，唯我超电磁炮永存！
8428,君の指先で舞っている電光は、私の今生に変わらない信仰  私の超電磁砲だけは永遠に存続する！
8429,你指尖跃动的电光，是我此生不变的信仰。唯我超电磁炮永世长存
8430,全体起立
8431,云飞兄
8432,368团
8433,云龙呢
8434,4月25号复习
8435,买买买
8436,致敬 中国军魂
8437,人在塔在
8438,云飞兄 歌儿唱的很有力量
8439,蒙多
8440,666
8441,我的一个营的装备呢
8442,大孝子剑
8443,补课
8444,前方高能                     前方高能              
8445,全体起立
8446,4.25六刷！
8447,你指尖跃动的电光，是我一生不变的信仰，唯我超电磁炮永存！
8448,你指尖跃动的电光，是我一生不变的信仰，唯我超电磁炮永存！
8449,西南民族大学前来报道！
8450,为了潘达利亚
8451,此生无悔入华夏
8452,gai
8453,此生无悔入华夏
8454,4.25
8455,补课补课
8456,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！！！
8457,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！！！
8458,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！！！
8459,难受了呀泪目
8460,此生无悔入华夏，来世还做中国人
8461,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8462,前方高能预警！
8463,前方高能预警！！！
8464,华商学院
8465,4.25的126人报道
8466,东北师范大学老学姐报道/////
8467,4.25
8468,哭了
8469,此生无悔入华夏
8470,云龙兄 云飞在此
8471,红了
8472,排面
8473,4.25补课
8474, 啊啊啊啊啊
8475,4.26
8476,好好
8477,4.25了解下
8478,此生无悔入华夏
8479,❤❤❤
8480,乌兹永远滴神
8481,红
8482,4月25日 补课
8483,4-25补课
8484,诺克萨斯要你抬起头来
8485,uzi神
8486,中南财经政法大学报到
8487,童年啊
8488,红色来了
8489,不，你还是白的
8490,狗子狗子！！！！！
8491,此生无悔入华夏，来世还为种花家
8492,恕瑞玛，你的皇帝回来了
8493,小破站nb
8494,战歌
8495,我有mate 30 Pro
8496,前方高能！！！
8497,艾欧尼亚！
8498,4.26   凌晨3点
8499,德玛西亚！！！！永世长存！！！！
8500,德玛西亚！！！！永世长存！！！！
8501,前方高能预警
8502,前方高能预警
8503,4月26日补课来看再刷亿遍。
8504,应该不是翻白眼儿，应该是在看题词板。
8505,君指先跃动の光は、私の一生不変の信仰に、唯私の超电磁炮永生き
8506,某科学的超电磁炮第一季主题曲。
8507,4.26
8508,4.26  8:39   一起还有38人  为了部落
8509,4.26
8510,热泪盈眶
8511,热泪盈眶
8512,为了部落
8513,裤子nb
8514,早上好，对面的57个小伙伴
8515,中国红
8516,此生不悔入华夏
8517,来生还在种花家
8518,狭路相逢勇者胜，兄弟们冲啊
8519,独立团冲！！！！！！！！！！！！！！！！
8520,骑兵连冲！！！！！！！！！！！！！！！！！
8521,云龙兄
8522,云飞兄
8523,弗雷尔卓德万岁
8524,彪子，哈哈
8525,艾瑞巴蒂一丝黑儿闹
8526,梦姐声音太好听了吧
8527,鬼畜区再次拥有姓名
8528,提莫一米五，志勋一米六
8529,2.0新世界
8530,补课
8531,为了联盟
8532,我有点害怕
8533,0.5倍速看穿帮
8534,好听
8535,柯南!!1
8536,变色
8537,此生不悔入华夏，来世还在种花家！
8538,0426 11：18
8539,2020‘4’20
8540,呼叫基德
8541,ムムメメハサソ
8542,メダピゥノ歺耂耂
8543,至今未完结的死神
8544,真.say hello
8545,四刷
8546,好准的量词 羽
8547,OK
8548,我卡了。妈妈救我
8549,4.26
8550,辽宁工业大学报道
8551,真相只有一个
8552,蒙面唱过 好听的！
8553,我吕布平生不好斗
8554,没有手语老师有点不习惯啊
8555,加油！
8556,黑人抬棺时代前来重温
8557,真的是燃爆
8558,君指尖跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き
8559,啊啊啊啊啊啊啊啊燃爆！
8560,电磁炮万岁！
8561,超超！
8562,检讨当时看红白了
8563,吸一口
8564,大声喊出你们的信仰！
8565,4.26二刷
8566,柯南！！！
8567,卧槽卧槽
8568,自动变红
8569,云飞兄别来无恙
8570,原唱梗撕裂
8571,啊啊啊啊啊啊啊牛b
8572,牌面
8573,全场跟唱
8574,ohhhhhhhhhh
8575,泪目
8576,知道了
8577,知道了
8578,新冠警告
8579,武汉加油
8580,哇哦
8581,IG牛逼
8582,中国万岁
8583,哈哈哈
8584,我屏蔽了.，然后日期全没了，爽啊
8585,拍面
8586,吕布
8587,红色
8588,瞬间正襟危坐
8589,1.25看这个很好听
8590,祖国万岁
8591,此生无悔入华夏，来世还在种花家
8592,0.5倍速魔鬼
8593,我都不知道我刷了第几篇了
8594,我们这些更老的是不是该期待哈红警帝国星际
8595,酒壶呢
8596,第一孝子来了
8597,哔哩哔哩乾杯
8598,魔鬼文案，疯狂押韵
8599,变红
8600,我红了吗
8601,红来了
8602,都是大猪蹄子，骗人的鬼
8603,云飞兄
8604,总有些人借着魔术的名义用魔法
8605,补课
8606,以敌人之血，赞颂我大诺克萨斯！
8607,四刷
8608,开打开打
8609,德玛西亚万岁
8610,前方高能
8611,霜之哀伤，弯了
8612,她不再兜魚了嗎
8613,补课
8614,。。
8615,。。
8616,补课
8617,二刷
8618,考古也要夸中国
8619,此生无悔入华夏
8620,涅槃重生！
8621,4.26
8622,啊啊啊啊啊！！！
8623,华夏！！！
8624,牧狗
8625,希尔瓦娜斯风行者
8626,愿青龙指引你
8627,补课
8628,哭了 我好卡
8629,中国红
8630,背景好耀眼
8631,我是香菜
8632,此生无悔入华夏，来世还生种花家！
8633,！！！
8634,格兰芬多路过
8635,格兰芬多路过了
8636,格兰芬多来了
8637,红红红红红红
8638,来了
8639,战争学院不能缺了场子
8640,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存！
8641,站歌起！
8642,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！
8643,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
8644,君指尖跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！
8645,来了来了
8646,等了好久
8647,为炮姐疯狂打call!!!!!
8648,柯南！
8649,真相只有一个！
8650,腿不受控制了
8651,他的词怎么都这么好！
8652,常看常哭我天，多少遍了眼泪依然哗哗掉
8653,gai
8654,nb
8655,变红
8656,起立！！！
8657,红红红红红红红红红红红红红红红红红红红
8658,中国加油！
8659,中国军魂！
8660,云飞兄
8661,鬼畜区快出来
8662,太nb了
8663,此生无悔入华夏
8664,今晚吸干卡池再睡
8665,中国红
8666,4.25
8667,我是麻瓜
8668,bilibili[]~(￣▽￣)~*干杯
8669,唱的不错啊
8670,4月26号前来补课
8671,4.26n刷
8672,三刷！
8673,山东农业大学报道
8674,贵州大学明德学院报道
8675,我检讨，那天在赶作业
8676,君指先跃动の光は，私の一生不变の信仰に，唯私の超电磁炮永生き！.
8677,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
8678,青农那个等我
8679,中国红
8680,此生无悔入华夏，来世还在种花家
8681,君指先跃动の光は，私の一生不变の信仰に，唯私の超电磁炮永世生き
8682,哪个学院的扣十分
8683,你指间跃动的电光，是我此生不变的信仰 ！！..
8684,君指先跃动の光は，私の一生不变の信仰に，唯私の超电磁砲永世生き！ 
8685,熊猫人
8686,中国红
8687,志祥时代考古
8688,B站牛逼！！！！！！
8689,中国红
8690,红了
8691,中国军魂
8692,艾欧尼亚
8693,重庆职教中心报道
8694,鬼畜社区
8695,我是麻瓜
8696,带你老马飞
8697,破案了
8698,哔哩哔哩干杯
8699,吸吸吸吸吸
8700,吸吸吸吸吸
8701,听完就去开包啊
8702,4.26
8703,4.26补课
8704,河南师范大学
8705,我TM红了
8706,补课补课
8707,黑色玫瑰报道
8708,欢迎来到德莱联盟
8709,必须红
8710,击鼓！进军！
8711,可惜大蛇没了
8712,可惜蛇队没了
8713,我想买快乐水
8714,四刷开起
8715,狗哥泪目啊
8716,V叔!
8717,来晚了
8718,我红星二锅头到了
8719,1.5.1.5绝对的1.5
8720,卧槽！！！！！！！！！
8721,我她妈老泪纵横！！！！！！！
8722,肺活量真好啊
8723,啊啊啊啊啊啊工藤新一，是柯南啊
8724,敬礼！！！
8725,夏树哭了！！！！
8726,4.26武汉清零
8727,再来亿遍
8728,补课
8729,我检讨，我在背人类学。。。有兄弟吗
8730,美股熔断了
8731,啊啊啊啊啊啊啊啊啊我疯了，，
8732,起飞兄弟！
8733,云飞兄！
8734,骑兵连！冲！
8735,我们是冠军！我们又是冠军！我们总是冠军！
8736,家里蹲大学报到
8737,中国英雄联盟是最强的没有之一！
8738,星星+1
8739,格兰芬多加五十分！
8740,整个表演将索然无味
8741,云飞兄！！！！
8742,别来无恙！
8743,云飞兄帮场子
8744,恕瑞玛，你们的皇帝回来啦！
8745,V叔貌似被遗忘
8746,巨大的bilibili logo
8747,据说有全息投影
8748,这么多彩带 该怎么清理呀
8749,要是全息投影有柯南……
8750,红桃A万箭齐发
8751,0.5倍破案失败+1
8752,这个广告植入……
8753,在B站不要和御坂美琴比人气
8754,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永存
8755,君指先跃动の光は、私の一生不変の信仰に、唯私の超电磁炮永世生き！
8756,有情祖安电竞钢琴家
8757,4.27已看第20遍
8758,吸
8759,哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~
8760,4月26号，再来复习一遍
8761,玛卡巴卡
8762,4.27，没有比我晚的
8763,华夏
8764,泪目
8765,牌面！！
8766,我爱中国！！！
8767,啊啊啊啊啊啊啊啊啊啊啊啊啊
8768,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8769,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8770,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8771,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8772,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8773,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊阿啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8774,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8775,中国红！！
8776,此生无悔入华夏
8777,4.27    前来补课
8778,唱歌还是很好的
8779,我检讨，那天我再和蕾姆睡觉
8780,啊啊啊啊啊啊啊
8781,楚帮场
8782,燃爆了
8783,我知道有晚会还推荐别人看结果别人都看了我打游戏去了…
8784,画风突变…
8785,吸
8786,云飞兄，别来无恙啊
8787,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8788,云飞兄，别来无恙
8789,云飞兄，别来无恙
8790,4.27
8791,啊啊啊啊啊啊啊啊啊啊
8792,看啦
8793,好好好好好
8794,复习
8795,四刷来了
8796,乌兹  永远的神
8797,哭了
8798,乌兹  永远滴神
8799,我是茉莉花
8800,饿瘦了的是要笑死我吗
8801,此生无悔入华夏
8802,纪念在ig的阿水
8803,4.27刚三诊完
8804,大人我想一帧一帧的看
8805,燃
8806,4.21的我不说话
8807,哔哩哔哩
8808,国防科大报道
8809,真相只有一个
8810,震撼
8811,此生无悔入华夏
8812,我检讨，我在开会
8813,4.27前来考古
8814,活久见，真的在B站看到正经广告了
8815,大孝子
8816,中国红，挺过去！！
8817,鬼畜区又得一分
8818,你指尖跃动的电光，是我此生不变的信仰，为我超电磁炮永存
8819,炸服周卓
8820,变色变色
8821,中国红
8822,云飞兄，好久未见别来无恙啊
8823,艾欧尼亚，昂扬不灭
8824,阿兹卡班！！！
8825,还真会乱刷梗
8826,可以看到，中指点的很顺
8827,4.27hh
8828,此生无悔入华夏，来世还在种花家
8829,此生无悔入华夏
8830,来了
8831,请不要刷了
8832,bilibili- ( ゜- ゜)つロ 乾杯~
8833,bilibili[]~(￣▽￣)~*干杯
8834,吸吸吸吸吸吸吸
8835,4、27
8836,君指尖跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き
8837,超超
8838,小破站NB
8839,吸吸吸
8840,中国红
8841,此生无悔入华夏，来世还做种花家
8842,好可爱
8843,起立
8844,无限大な梦のあとの 何もない世の中じゃ
8845,你干嘛！
8846,不知道有什么好哭的 就是有点好哭
8847,4.27
8848,发现了宝藏的一天
8849,魔术师接推广
8850,是哪个b…站用户中奖了
8851,此生无悔入华夏
8852,自动变红
8853,逮虾户
8854,真相只有一个
8855,提前变红
8856,中国红
8857,世界乱不乱，华夏说了算
8858,来了
8859,4.27复习！！
8860,0.5出来
8861,你的梦想有多大
8862,你的梦想有多大
8863,你的梦有多大
8864,啊！尖叫声！
8865,吸吸吸
8866,江西财经大学报道
8867,童年
8868,爱了
8869,好的，莲花。
8870,为了部落，为了联盟！！！！！！！！！！！！！！！！！！！！
8871,为了部落，为了联盟！
8872,为了部落！！为了联盟！！！！
8873,为了部落！！！！！！！！！！！！！！！！！！！！！！！！！
8874,带价钱！！！带制作！！！
8875,魔兽！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
8876,魔兽，青春！！！！！！！！！！！！！！！！！！！！
8877,权权权权权权权权权权权权权权权权权权权权权权权权权权权权
8878,排面
8879,兽人永不为奴，哎呀妈呀，真好看
8880,哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~
8881,哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~
8882,哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~
8883,哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~
8884,哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~
8885,哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~
8886,全体起立，给我跪下！！！！！！！！！！！！！！！！！！！
8887,哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~
8888,与本视频无关——评论区奏起
8889,来生愿为中华家
8890,哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~哔哩哔哩-(゜-゜)つロ乾杯~
8891,胖了好多
8892,青春一去不返，却还有回忆啊！！！！！！！！！！！！
8893,嗨起来！！！！！！！！！！！！！！！！！！！！！！！！
8894,吓到我了
8895,ohhhhhhhhhhhhhh
8896,好听
8897,为了补课
8898,污喵王
8899,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃
8900,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃
8901,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃
8902,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃
8903,嘻嘻嘻嘻嘻嘻嘻，
8904,右下角旦总，枯燥。
8905,中国红
8906,此生不悔入华夏，来世还在种花家
8907,此生不悔入华夏，来世还在种花家
8908,前方大型植物园
8909,前方大型植物园
8910,前方大型植物园
8911,前方大型植物园
8912,此生不悔入华夏，来世还在种花家！
8913,此生不悔入华夏，来世还在种花家！！
8914,此生不悔入华夏，来世还在种花家！！！！
8915,此生不悔入华夏，来世还在种花家！！！！！！！！！！！
8916,拳头！！！！！！！！！！！！
8917,nbnb
8918,nb
8919,2333勇闯无人区
8920,五月天
8921,三刷
8922,华夏
8923,武汉加油
8924,裤子
8925,红红火火
8926,给我冲亿!
8927,亚古兽进化！！！！
8928,云飞兄
8929,此生无悔入华夏
8930,秋名山上见
8931,我要买gtr
8932,死神来了
8933,哈撒给
8934,变色
8935,中国红！！！
8936,吸吸吸吸
8937,4.27
8938,全体起立
8939,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
8940,中国加油！
8941,4.27
8942,吸吸吸
8943,太好听了
8944,冲锋！
8945,不枉魂魄入华夏
8946,啊啊啊啊啊啊啊啊
8947,好听啊！！！
8948,此生无悔入华夏
8949,此生无悔入华夏，来世愿做华夏人
8950,有人吗
8951,此生无悔入华夏
8952,死神来了
8953,再来亿遍
8954,好听！！！！！
8955,4.27
8956,挺好听的
8957,红
8958,我检讨，那天我在准备期末考
8959,OHHHHHHHHHHHHHHHH全体起立！！！！
8960,没番追了，复习又复习
8961,OHHHHHHHHHHHHHHHHHHH
8962,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8963,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8964,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
8965,"4,27在此"
8966,自动变色
8967,为了部落！
8968,啊啊啊啊啊啊啊啊啊啊啊
8969,人均双持血吼
8970,OHHHHHHHHHH
8971,这个现场看一定更爽
8972,这个舞美编排有点东西的
8973,这个舞台效果 阿B真的不错
8974,他来了 艾泽拉斯第一孝子
8975,前方高能
8976,结束了我的孩子，清算的时候到了！
8977,为了艾泽拉斯！
8978,朱一丹还行
8979,为了部落！！！
8980,卡哇伊！
8981,看自己鬼畜还行w
8982,娜扎进来挨打
8983,归来吧，青春
8984,这么可爱，一定是男孩子
8985,红！
8986,此生无悔入华夏
8987,是86！
8988,梦姐塞高
8989,提莫150
8990,欢迎来到祖安
8991,中国红
8992,0.5我都没看出来
8993,盲人艺术家！！！
8994,为了权叔！！！
8995,卧槽V叔说人话了！
8996,要用魔法打败魔法
8997,好听好听好听，B站很牛
8998,你们有毒吧哈哈哈哈哈
8999,大sao
9000,泪目
9001,天使兽进化！
9002,我只能说B站太懂我们了
9003,共
9004,德玛西亚前来报道
9005,段子手来了
9006,刚才就是你瞪我的吧
9007,4.28
9008,此生无悔入华夏
9009,此生无悔入华夏
9010,迷你发光字亮了
9011,太胖了挥不动
9012,啊啊啊啊啊啊啊
9013,gai爷别带眼睛啦！！！
9014,别带眼镜
9015,红色
9016,他是霍格沃茨来的，他是我学长
9017,你们要是会魔法就会明白一切，要用魔法打败魔法
9018,战争学院报道
9019,此生无悔入华夏
9020,弄好了音乐区弄不好鬼畜区
9021,来禅高中报道
9022,吸吸吸
9023,艾欧尼亚昂扬不灭
9024,诺克萨斯永不投降
9025,艾欧尼亚昂扬不灭
9026,我于杀戮之中绽放，亦如黎明的花朵
9027,恕瑞玛，你们的皇帝回来了
9028,每一张牌都是我对你的爱，我赌赢了所有，却赌不回你的爱
9029,不死的火鸟
9030,这个故事还没有结束
9031,得得得得得得得得得得得得得得得得得得得得得得德
9032,你指尖跃动的月光
9033,不枉魂魄入华夏
9034,为了铜须，
9035,德玛西亚
9036,川影来报道
9037,此生无悔入华夏
9038,4.28   9:48
9039,你指尖跃动的电光，是我此生不变的信仰！
9040,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
9041,あなたの指先にある電気光学ライトは、この人生への私の信念ですが、私の超電磁砲は永遠に続きます！
9042,あなたの指先にある電気光学ライトは、この人生に対する私の絶え間ない信念です。
9043,B站就是为了炮姐改名叫bilibili的
9044,我去
9045,啊啊啊啊啊啊前来补课！！！！超级爽！
9046,哔哩哔哩干杯！
9047,我是麻瓜
9048,啊啊啊啊啊啊GAI帅炸我！！！！
9049,此生无悔入华夏
9050,啊啊啊啊啊啊啊啊啊啊
9051,起立
9052,欢迎来到祖安！！！！
9053,GAI你可长点心吧 胖了这么多
9054,4/28
9055,啊啊啊啊啊啊啊啊啊啊啊
9056,6
9057,为了部落！为了希尔瓦娜斯！！！
9058,为了部落！！！！
9059,筷子不能掰，谁掰谁死
9060,这唱法上头啊
9061,陈风暴烈酒
9062,红红火火恍恍惚惚
9063,awsl
9064,哔哩哔哩干杯！
9065,啊我炸了！！
9066,阿伟乱坟岗
9067,啊啊啊啊啊啊啊啊啊啊
9068,1.25很欢乐
9069,西南大学
9070,4.28重温
9071,人家长多高碍着你了吗
9072,1
9073,涅槃重生
9074,自动变红
9075,一亿助攻，冲冲冲！！！
9076,吸吸吸
9077,排面！！！！！！！！
9078,哔哩哔哩干杯！！！！！！！
9079,一
9080,西北工业大学报到
9081,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
9082,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
9083,中国红
9084,泪目
9085,君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！君指先跃动の光は、私の一生不変の信仰に、唯私の超電磁砲永世生き！
9086,你指尖跃动的电光，是我此生不变的信仰!唯我超电磁炮永世长存!
9087,中国红
9088,加油
9089,啊啊啊啊啊啊
9090,排面
9091,补课
9092,4.28四刷
9093,钢铁洪流
9094,这音乐，通常都是装甲方队检阅的进行曲
9095,朱一旦排面
9096,中国加油
9097,此生无悔入华夏
9098,开头震撼
9099,哈哈哈
9100,4.28来刷第N波
9101,德玛西亚！！！！！
9102,排面
9103,y1s1，唱的好听啊，我没看过她直播嗷
9104,致敬
9105,没广告
9106,吸吸吸吸吸吸吸
9107,中国红
9108,红
9109,自动变红
9110,中国红
9111,我成功的在b站看广告
9112,此生无悔入华夏！
9113,此生无悔入华夏！！！
9114,此生无悔入华夏！！！！！！！！！！！！！！！
9115,中国红中国红中国红
9116,新裤子！！！！
9117,狮院报道
9118,鬼畜区，永远滴神！
9119,吸取好运
9120,中国红
9121,都给我变红！！！！
9122,云飞兄
9123,鬼畜区，永远滴神！
9124,后面的小哥面无表情
9125,登峰造极
9126,艾欧尼亚！！
9127,全体起立
9128,硬币哥
9129,逮虾户
9130,卧槽
9131,自动变色
9132,爱我中华
